phenotype	variable_type	source	n_non_missing	n_missing	n_controls	n_cases
22601_11343224	binary	phesant	89866	271328	89347	519
22601_21123021	binary	phesant	89866	271328	89220	646
22601_21113020	binary	phesant	89866	271328	88805	1061
22601_52232942	binary	phesant	89866	271328	89730	136
22601_21313058	binary	phesant	89866	271328	88049	1817
22601_61392517	binary	phesant	89866	271328	89725	141
22601_62312996	binary	phesant	89866	271328	89546	320
22601_24342600	binary	phesant	89866	271328	89736	130
22601_52232929	binary	phesant	89866	271328	89324	542
22601_41353316	binary	phesant	89866	271328	89259	607
22601_61233408	binary	phesant	89866	271328	89412	454
22601_52412944	binary	phesant	89866	271328	89218	648
22601_12313231	binary	phesant	89866	271328	89552	314
22601_23173422	binary	phesant	89866	271328	88441	1425
22601_24233025	binary	phesant	89866	271328	89734	132
22601_41413308	binary	phesant	89866	271328	89216	650
22601_61113073	binary	phesant	89866	271328	88594	1272
22601_31113033	binary	phesant	89866	271328	87704	2162
22601_34333239	binary	phesant	89866	271328	89473	393
22601_31313060	binary	phesant	89866	271328	88795	1071
22601_34133166	binary	phesant	89866	271328	89713	153
22601_41313272	binary	phesant	89866	271328	89335	531
22601_53152546	binary	phesant	89866	271328	89467	399
22601_32173088	binary	phesant	89866	271328	89698	168
22601_12233383	binary	phesant	89866	271328	89306	560
22601_24433109	binary	phesant	89866	271328	89686	180
22601_41123205	binary	phesant	89866	271328	85830	4036
22601_42163095	binary	phesant	89866	271328	89554	312
22601_23113030	binary	phesant	89866	271328	89429	437
22601_51112476	binary	phesant	89866	271328	89700	166
22601_34213150	binary	phesant	89866	271328	89556	310
22601_71123329	binary	phesant	89866	271328	89014	852
22601_41313256	binary	phesant	89866	271328	89409	457
22601_91112478	binary	phesant	89866	271328	89494	372
22601_23113399	binary	phesant	89866	271328	87235	2631
22601_52232856	binary	phesant	89866	271328	89647	219
22601_31122951	binary	phesant	89866	271328	89509	357
22601_81392824	binary	phesant	89866	271328	89615	251
22601_52212927	binary	phesant	89866	271328	89557	309
22601_21133023	binary	phesant	89866	271328	89281	585
22601_35323258	binary	phesant	89866	271328	89396	470
22601_61243409	binary	phesant	89866	271328	87600	2266
22601_52232941	binary	phesant	89866	271328	89706	160
22601_21243042	binary	phesant	89866	271328	88982	884
22601_35423237	binary	phesant	89866	271328	88745	1121
22601_21223040	binary	phesant	89866	271328	88722	1144
22601_23163403	binary	phesant	89866	271328	88678	1188
22601_24223282	binary	phesant	89866	271328	89107	759
22601_24233283	binary	phesant	89866	271328	88939	927
22601_11222591	binary	phesant	89866	271328	88837	1029
22601_21283046	binary	phesant	89866	271328	89574	292
22601_11612669	binary	phesant	89866	271328	89556	310
22601_23293029	binary	phesant	89866	271328	89164	702
22601_61133076	binary	phesant	89866	271328	89632	234
22601_21133024	binary	phesant	89866	271328	89722	144
22601_41213240	binary	phesant	89866	271328	89669	197
22601_53232556	binary	phesant	89866	271328	89549	317
22601_24323289	binary	phesant	89866	271328	89649	217
22601_52222928	binary	phesant	89866	271328	89565	301
22601_11833099	binary	phesant	89866	271328	89678	188
22601_35623246	binary	phesant	89866	271328	89329	537
22601_24443114	binary	phesant	89866	271328	89350	516
22601_52442947	binary	phesant	89866	271328	89747	119
22601_11633322	binary	phesant	89866	271328	88200	1666
22601_12333358	binary	phesant	89866	271328	89604	262
22601_32223079	binary	phesant	89866	271328	89572	294
22601_24332598	binary	phesant	89866	271328	89534	332
22601_35333266	binary	phesant	89866	271328	89719	147
22601_92253391	binary	phesant	89866	271328	89268	598
22601_32153081	binary	phesant	89866	271328	89735	131
22601_35623207	binary	phesant	89866	271328	89656	210
22601_21273045	binary	phesant	89866	271328	89518	348
22601_41363318	binary	phesant	89866	271328	89426	440
22601_34423138	binary	phesant	89866	271328	89634	232
22601_72123243	binary	phesant	89866	271328	88653	1213
22601_24343291	binary	phesant	89866	271328	89582	284
22601_31113086	binary	phesant	89866	271328	89417	449
22601_52152925	binary	phesant	89866	271328	89685	181
22601_71293343	binary	phesant	89866	271328	89119	747
22601_71213337	binary	phesant	89866	271328	89055	811
22601_41223253	binary	phesant	89866	271328	88957	909
22601_61143103	binary	phesant	89866	271328	89233	633
22601_81222848	binary	phesant	89866	271328	89598	268
22601_91392859	binary	phesant	89866	271328	89759	107
22601_61223105	binary	phesant	89866	271328	89396	470
22601_81392812	binary	phesant	89866	271328	89751	115
22601_21222679	binary	phesant	89866	271328	89519	347
22601_52492949	binary	phesant	89866	271328	89686	180
22601_24413202	binary	phesant	89866	271328	88542	1324
22601_24513035	binary	phesant	89866	271328	89710	156
22601_51132488	binary	phesant	89866	271328	89295	571
22601_62123369	binary	phesant	89866	271328	89467	399
22601_35613203	binary	phesant	89866	271328	86651	3215
22601_72123325	binary	phesant	89866	271328	89401	465
22601_35313264	binary	phesant	89866	271328	89470	396
22601_53142540	binary	phesant	89866	271328	89642	224
22601_61153104	binary	phesant	89866	271328	88723	1143
22601_21272684	binary	phesant	89866	271328	89750	116
22601_22143069	binary	phesant	89866	271328	89762	104
22601_22133068	binary	phesant	89866	271328	89466	400
22601_23193405	binary	phesant	89866	271328	88477	1389
22601_11123211	binary	phesant	89866	271328	87155	2711
22601_34323160	binary	phesant	89866	271328	89476	390
22601_61223417	binary	phesant	89866	271328	89451	415
22601_41353425	binary	phesant	89866	271328	89720	146
22601_22123067	binary	phesant	89866	271328	89588	278
22601_24312597	binary	phesant	89866	271328	89508	358
22601_61213416	binary	phesant	89866	271328	89550	316
22601_21263044	binary	phesant	89866	271328	89315	551
22601_12253140	binary	phesant	89866	271328	89754	112
22601_24313288	binary	phesant	89866	271328	89453	413
22601_81172834	binary	phesant	89866	271328	89750	116
22601_52493053	binary	phesant	89866	271328	89577	289
22601_31152695	binary	phesant	89866	271328	89632	234
22601_21233041	binary	phesant	89866	271328	89381	485
22601_52132923	binary	phesant	89866	271328	89739	127
22601_52412543	binary	phesant	89866	271328	89479	387
22601_92233387	binary	phesant	89866	271328	89518	348
22601_32313110	binary	phesant	89866	271328	88827	1039
22601_54142880	binary	phesant	89866	271328	89704	162
22601_11713433	binary	phesant	89866	271328	89300	566
22601_32183085	binary	phesant	89866	271328	89579	287
22601_35373270	binary	phesant	89866	271328	88371	1495
22601_11523251	binary	phesant	89866	271328	88766	1100
22601_81492548	binary	phesant	89866	271328	89752	114
22601_35633218	binary	phesant	89866	271328	89735	131
22601_35122636	binary	phesant	89866	271328	89762	104
22601_35132648	binary	phesant	89866	271328	89711	155
22601_23223027	binary	phesant	89866	271328	89456	410
22601_21213038	binary	phesant	89866	271328	89528	338
22601_81322815	binary	phesant	89866	271328	89650	216
22601_12213392	binary	phesant	89866	271328	89469	397
22601_11373019	binary	phesant	89866	271328	88736	1130
22601_24513424	binary	phesant	89866	271328	89515	351
22601_32143084	binary	phesant	89866	271328	89726	140
22601_41143216	binary	phesant	89866	271328	88309	1557
22601_54342896	binary	phesant	89866	271328	89529	337
22601_42123299	binary	phesant	89866	271328	89246	620
22601_91392832	binary	phesant	89866	271328	89727	139
22601_82112603	binary	phesant	89866	271328	89195	671
22601_52142924	binary	phesant	89866	271328	89724	142
22601_35623217	binary	phesant	89866	271328	89747	119
22601_11353225	binary	phesant	89866	271328	88714	1152
22601_42113298	binary	phesant	89866	271328	88993	873
22601_81392831	binary	phesant	89866	271328	89707	159
22601_81212774	binary	phesant	89866	271328	89697	169
22601_11212692	binary	phesant	89866	271328	89271	595
22601_91212550	binary	phesant	89866	271328	89747	119
22601_71233339	binary	phesant	89866	271328	89593	273
22601_34123157	binary	phesant	89866	271328	89589	277
22601_62192607	binary	phesant	89866	271328	89739	127
22601_11133201	binary	phesant	89866	271328	88610	1256
22601_31223293	binary	phesant	89866	271328	89583	283
22601_42133423	binary	phesant	89866	271328	89132	734
22601_35633208	binary	phesant	89866	271328	89728	138
22601_21253043	binary	phesant	89866	271328	89620	246
22601_35203279	binary	phesant	89866	271328	89729	137
22601_54922904	binary	phesant	89866	271328	89703	163
22601_31123049	binary	phesant	89866	271328	89338	528
22601_52312660	binary	phesant	89866	271328	89629	237
22601_11113200	binary	phesant	89866	271328	89021	845
22601_92243389	binary	phesant	89866	271328	89371	495
22601_31213292	binary	phesant	89866	271328	89690	176
22601_11323222	binary	phesant	89866	271328	87683	2183
22601_62322997	binary	phesant	89866	271328	89734	132
22601_81492535	binary	phesant	89866	271328	89685	181
22601_53142539	binary	phesant	89866	271328	89664	202
22601_11813097	binary	phesant	89866	271328	88917	949
22601_82122605	binary	phesant	89866	271328	89090	776
22601_11412694	binary	phesant	89866	271328	89573	293
22601_52443062	binary	phesant	89866	271328	89758	108
22601_41333350	binary	phesant	89866	271328	89561	305
22601_11143212	binary	phesant	89866	271328	87787	2079
22601_91212536	binary	phesant	89866	271328	89499	367
22601_54122878	binary	phesant	89866	271328	89761	105
22601_52453063	binary	phesant	89866	271328	89571	295
22601_32293082	binary	phesant	89866	271328	89024	842
22601_11212693	binary	phesant	89866	271328	89431	435
22601_81132710	binary	phesant	89866	271328	89613	253
22601_81392781	binary	phesant	89866	271328	89760	106
22601_81392801	binary	phesant	89866	271328	89719	147
22601_52422945	binary	phesant	89866	271328	89485	381
22601_41213252	binary	phesant	89866	271328	89659	207
22601_92513331	binary	phesant	89866	271328	89442	424
22601_35633214	binary	phesant	89866	271328	89607	259
22601_81112700	binary	phesant	89866	271328	89623	243
22601_11723441	binary	phesant	89866	271328	89507	359
22601_34163176	binary	phesant	89866	271328	89609	257
22601_41313317	binary	phesant	89866	271328	89638	228
22601_32233080	binary	phesant	89866	271328	89715	151
22601_91493353	binary	phesant	89866	271328	89676	190
22601_34343161	binary	phesant	89866	271328	89515	351
22601_42123280	binary	phesant	89866	271328	89431	435
22601_54322893	binary	phesant	89866	271328	89701	165
22601_53122524	binary	phesant	89866	271328	89743	123
22601_54222887	binary	phesant	89866	271328	89744	122
22601_22153070	binary	phesant	89866	271328	89581	285
22601_53192549	binary	phesant	89866	271328	89739	127
22601_32123074	binary	phesant	89866	271328	89150	716
22601_91493355	binary	phesant	89866	271328	89287	579
22601_92113311	binary	phesant	89866	271328	89487	379
22601_81252835	binary	phesant	89866	271328	89736	130
22601_23133421	binary	phesant	89866	271328	89628	238
22601_42133300	binary	phesant	89866	271328	89500	366
22601_42143301	binary	phesant	89866	271328	89694	172
22601_31143051	binary	phesant	89866	271328	89742	124
22601_91342701	binary	phesant	89866	271328	89602	264
22601_35643209	binary	phesant	89866	271328	89693	173
22601_91332890	binary	phesant	89866	271328	89747	119
22601_31153052	binary	phesant	89866	271328	89752	114
22601_82132606	binary	phesant	89866	271328	89455	411
22601_35443245	binary	phesant	89866	271328	89583	283
22601_12243390	binary	phesant	89866	271328	89464	402
22601_32323111	binary	phesant	89866	271328	89604	262
22601_24523188	binary	phesant	89866	271328	89720	146
22601_35132647	binary	phesant	89866	271328	89703	163
22601_23293031	binary	phesant	89866	271328	89708	158
22601_24342599	binary	phesant	89866	271328	89545	321
22601_11423230	binary	phesant	89866	271328	89453	413
22601_92593346	binary	phesant	89866	271328	89703	163
22601_11333223	binary	phesant	89866	271328	89602	264
22601_35353268	binary	phesant	89866	271328	89609	257
22601_81322804	binary	phesant	89866	271328	89550	316
22601_11843115	binary	phesant	89866	271328	89133	733
22601_42113094	binary	phesant	89866	271328	89711	155
22601_51122486	binary	phesant	89866	271328	89712	154
22601_41423309	binary	phesant	89866	271328	89670	196
22601_81312794	binary	phesant	89866	271328	89548	318
22601_21222865	binary	phesant	89866	271328	89765	101
22601_11623349	binary	phesant	89866	271328	89683	183
22601_92332986	binary	phesant	89866	271328	89532	334
22601_92113352	binary	phesant	89866	271328	89589	277
22601_34333162	binary	phesant	89866	271328	89746	120
22601_35623213	binary	phesant	89866	271328	89474	392
22601_11733439	binary	phesant	89866	271328	89735	131
22601_32323112	binary	phesant	89866	271328	89754	112
22601_24193278	binary	phesant	89866	271328	89694	172
22601_81162743	binary	phesant	89866	271328	89677	189
22601_11313221	binary	phesant	89866	271328	89613	253
22601_41342670	binary	phesant	89866	271328	89646	220
22601_23133420	binary	phesant	89866	271328	88985	881
22601_35363269	binary	phesant	89866	271328	89723	143
22601_71293332	binary	phesant	89866	271328	89632	234
22601_92333396	binary	phesant	89866	271328	89725	141
22601_53192534	binary	phesant	89866	271328	89753	113
22601_34153170	binary	phesant	89866	271328	89706	160
22601_23293164	binary	phesant	89866	271328	89704	162
22601_35623273	binary	phesant	89866	271328	89742	124
22601_11853100	binary	phesant	89866	271328	89548	318
22601_91493354	binary	phesant	89866	271328	89735	131
22601_81142763	binary	phesant	89866	271328	89757	109
22601_12253173	binary	phesant	89866	271328	89662	204
22601_41363428	binary	phesant	89866	271328	89672	194
22601_33133440	binary	phesant	89866	271328	89678	188
22601_35323265	binary	phesant	89866	271328	89650	216
22601_92332985	binary	phesant	89866	271328	89705	161
22601_92443411	binary	phesant	89866	271328	89684	182
22601_82142611	binary	phesant	89866	271328	89623	243
22601_11373228	binary	phesant	89866	271328	89747	119
22601_52452948	binary	phesant	89866	271328	89749	117
22601_92233412	binary	phesant	89866	271328	89703	163
22601_11423324	binary	phesant	89866	271328	89763	103
22601_41423445	binary	phesant	89866	271328	89703	163
22601_35673467	binary	phesant	89866	271328	89755	111
22601_32323410	binary	phesant	89866	271328	89757	109
22601_62143372	binary	phesant	89866	271328	89747	119
22601_82152612	binary	phesant	89866	271328	89742	124
22601_41313093	binary	phesant	89866	271328	89640	226
22601_92413455	binary	phesant	89866	271328	89584	282
22601_62133370	binary	phesant	89866	271328	89682	184
22601_12263368	binary	phesant	89866	271328	89692	174
22601_11232861	binary	phesant	89866	271328	89586	280
22601_42133407	binary	phesant	89866	271328	89719	147
22601_33143448	binary	phesant	89866	271328	89760	106
22601_35672595	binary	phesant	89866	271328	89763	103
22601_23193429	binary	phesant	89866	271328	89753	113
41235	ordinal	phesant	236484	124710	NA	NA
100010	ordinal	phesant	51427	309767	NA	NA
100022	ordinal	phesant	51453	309741	NA	NA
100150	ordinal	phesant	51427	309767	NA	NA
100160	ordinal	phesant	51427	309767	NA	NA
100170	ordinal	phesant	51427	309767	NA	NA
100190	ordinal	phesant	51414	309780	NA	NA
100250	ordinal	phesant	51427	309767	NA	NA
100270	ordinal	phesant	51427	309767	NA	NA
100370	ordinal	phesant	51427	309767	NA	NA
100400	ordinal	phesant	51427	309767	NA	NA
100520	ordinal	phesant	51413	309781	NA	NA
100590	ordinal	phesant	51427	309767	NA	NA
100630	ordinal	phesant	51427	309767	NA	NA
100670	ordinal	phesant	51427	309767	NA	NA
100710	ordinal	phesant	51427	309767	NA	NA
100720	ordinal	phesant	51416	309778	NA	NA
100730	ordinal	phesant	51427	309767	NA	NA
102190	ordinal	phesant	51427	309767	NA	NA
102280	ordinal	phesant	51425	309769	NA	NA
102290	ordinal	phesant	51416	309778	NA	NA
102330	ordinal	phesant	51427	309767	NA	NA
102360	ordinal	phesant	51427	309767	NA	NA
102440	ordinal	phesant	51427	309767	NA	NA
102460	ordinal	phesant	51427	309767	NA	NA
102820	ordinal	phesant	51427	309767	NA	NA
102830	ordinal	phesant	51427	309767	NA	NA
102840	ordinal	phesant	51422	309772	NA	NA
103020	ordinal	phesant	51422	309772	NA	NA
103060	ordinal	phesant	51422	309772	NA	NA
103070	ordinal	phesant	51427	309767	NA	NA
104020	ordinal	phesant	51427	309767	NA	NA
104090	ordinal	phesant	51427	309767	NA	NA
104170	ordinal	phesant	51427	309767	NA	NA
104210	ordinal	phesant	51427	309767	NA	NA
104240	ordinal	phesant	51427	309767	NA	NA
104290	ordinal	phesant	51427	309767	NA	NA
104340	ordinal	phesant	51427	309767	NA	NA
104450	ordinal	phesant	51427	309767	NA	NA
104460	ordinal	phesant	51427	309767	NA	NA
104530	ordinal	phesant	51427	309767	NA	NA
104900	ordinal	phesant	51427	309767	NA	NA
104910	ordinal	phesant	51427	309767	NA	NA
104920	ordinal	phesant	51427	309767	NA	NA
41215_1	binary	phesant	361194	0	358968	2226
41215_0	binary	phesant	361194	0	332966	28228
41218_1	binary	phesant	1872	359322	618	1254
41218_2	binary	phesant	835	360359	700	135
41219_3	binary	phesant	3780	357414	2526	1254
41219_2	binary	phesant	3970	357224	2230	1740
41219_7	binary	phesant	4094	357100	1892	2202
41219_1	binary	phesant	3442	357752	3222	220
41219_6	binary	phesant	3409	357785	3216	193
41220_7	binary	phesant	1903	359291	641	1262
41220_1	binary	phesant	1545	359649	1182	363
41220_2	binary	phesant	1593	359601	1249	344
41220_3	binary	phesant	1568	359626	1302	266
41221_8	binary	phesant	8019	353175	6861	1158
41221_3	binary	phesant	8019	353175	7829	190
41221_1	binary	phesant	8019	353175	7653	366
41221_0	binary	phesant	8019	353175	3512	4507
41221_7	binary	phesant	8019	353175	6862	1157
41221_2	binary	phesant	8019	353175	7781	238
41221_9	binary	phesant	8019	353175	7188	831
41221_4	binary	phesant	8019	353175	7231	788
41231_1	binary	phesant	361194	0	114387	246807
41248_1000	binary	phesant	361058	136	128424	232634
41248_1002	binary	phesant	359437	1757	357164	2273
41248_8002	binary	phesant	359455	1739	358771	684
41248_1001	binary	phesant	359439	1755	349053	10386
41248_6005	binary	phesant	359437	1757	357779	1658
41248_5001	binary	phesant	359670	1524	354430	5240
41248_6004	binary	phesant	359437	1757	358473	964
41248_6000	binary	phesant	359438	1756	357557	1881
41248_5000	binary	phesant	359437	1757	358999	438
41248_2000	binary	phesant	359468	1726	358331	1137
41248_5003	binary	phesant	359463	1731	359098	365
41248_6007	binary	phesant	359437	1757	359265	172
41248_3001	binary	phesant	359447	1747	359261	186
41248_7002	binary	phesant	359451	1743	359345	106
41248_7003	binary	phesant	359448	1746	359284	164
41248_7001	binary	phesant	359451	1743	359305	146
100240	binary	phesant	51427	309767	15109	36318
100260	binary	phesant	51427	309767	21130	30297
100280	binary	phesant	51427	309767	6758	44669
100360	binary	phesant	51427	309767	5879	45548
100390	binary	phesant	51427	309767	10349	41078
100460	binary	phesant	51427	309767	33741	17686
100580	binary	phesant	51427	309767	25991	25436
100760	binary	phesant	51427	309767	17358	34069
100890	binary	phesant	51427	309767	28917	22510
100920_2102	binary	phesant	51427	309767	19497	31930
100920_0	binary	phesant	51427	309767	48898	2529
100920_2103	binary	phesant	51427	309767	40894	10533
100920_2104	binary	phesant	51427	309767	48493	2934
100920_2105	binary	phesant	51427	309767	49881	1546
100920_2106	binary	phesant	51427	309767	50763	664
100920_2107	binary	phesant	51427	309767	51095	332
100920_2108	binary	phesant	51427	309767	51128	299
100920_2109	binary	phesant	51427	309767	51200	227
100920_2110	binary	phesant	51427	309767	51326	101
100920_2199	binary	phesant	51427	309767	51195	232
100940	binary	phesant	51427	309767	7315	44112
102080	binary	phesant	51427	309767	30624	20803
102130	binary	phesant	51427	309767	34809	16618
102250	binary	phesant	51427	309767	23524	27903
102400	binary	phesant	51427	309767	33092	18335
102700	binary	phesant	51427	309767	37721	13706
102800	binary	phesant	51427	309767	28182	23245
102930	binary	phesant	51427	309767	40610	10817
103000	binary	phesant	51427	309767	15847	35580
103120	binary	phesant	13447	347747	12431	1016
103130	binary	phesant	11288	349906	11094	194
103140	binary	phesant	51427	309767	36594	14833
103250	binary	phesant	51427	309767	49621	1806
103990	binary	phesant	51427	309767	9068	42359
104400	binary	phesant	51427	309767	9506	41921
104670	binary	phesant	51427	309767	30308	21119
110001	binary	phesant	218234	142960	70065	148169
84_irnt	continuous_irnt	phesant	30871	330323	NA	NA
93_irnt	continuous_irnt	phesant	31281	329913	NA	NA
94_irnt	continuous_irnt	phesant	31281	329913	NA	NA
102_irnt	continuous_irnt	phesant	340162	21032	NA	NA
399_irnt	continuous_irnt	phesant	360686	508	NA	NA
400_irnt	continuous_irnt	phesant	354739	6455	NA	NA
404_irnt	continuous_irnt	phesant	358500	2694	NA	NA
3062_irnt	continuous_irnt	phesant	329404	31790	NA	NA
3063_irnt	continuous_irnt	phesant	329404	31790	NA	NA
3064_irnt	continuous_irnt	phesant	329404	31790	NA	NA
4079_irnt	continuous_irnt	phesant	340162	21032	NA	NA
4080_irnt	continuous_irnt	phesant	340159	21035	NA	NA
4230_irnt	continuous_irnt	phesant	116790	244404	NA	NA
4233_irnt	continuous_irnt	phesant	116671	244523	NA	NA
4241_irnt	continuous_irnt	phesant	116755	244439	NA	NA
4244_irnt	continuous_irnt	phesant	116636	244558	NA	NA
5084_irnt	continuous_irnt	phesant	77983	283211	NA	NA
5085_irnt	continuous_irnt	phesant	77739	283455	NA	NA
5086_irnt	continuous_irnt	phesant	77739	283455	NA	NA
5087_irnt	continuous_irnt	phesant	77983	283211	NA	NA
5088_irnt	continuous_irnt	phesant	77983	283211	NA	NA
5089_irnt	continuous_irnt	phesant	77739	283455	NA	NA
5096_irnt	continuous_irnt	phesant	75398	285796	NA	NA
5097_irnt	continuous_irnt	phesant	65551	295643	NA	NA
5098_irnt	continuous_irnt	phesant	66256	294938	NA	NA
5099_irnt	continuous_irnt	phesant	75410	285784	NA	NA
5100_irnt	continuous_irnt	phesant	75410	285784	NA	NA
5101_irnt	continuous_irnt	phesant	66256	294938	NA	NA
5102_irnt	continuous_irnt	phesant	65551	295643	NA	NA
5103_irnt	continuous_irnt	phesant	75398	285796	NA	NA
5104_irnt	continuous_irnt	phesant	75398	285796	NA	NA
5105_irnt	continuous_irnt	phesant	65551	295643	NA	NA
5106_irnt	continuous_irnt	phesant	66256	294938	NA	NA
5107_irnt	continuous_irnt	phesant	75410	285784	NA	NA
5108_irnt	continuous_irnt	phesant	74038	287156	NA	NA
5109_irnt	continuous_irnt	phesant	41390	319804	NA	NA
5110_irnt	continuous_irnt	phesant	40683	320511	NA	NA
5111_irnt	continuous_irnt	phesant	73818	287376	NA	NA
5112_irnt	continuous_irnt	phesant	75389	285805	NA	NA
5113_irnt	continuous_irnt	phesant	65529	295665	NA	NA
5114_irnt	continuous_irnt	phesant	66237	294957	NA	NA
5115_irnt	continuous_irnt	phesant	75401	285793	NA	NA
5116_irnt	continuous_irnt	phesant	75410	285784	NA	NA
5117_irnt	continuous_irnt	phesant	66256	294938	NA	NA
5118_irnt	continuous_irnt	phesant	65551	295643	NA	NA
5119_irnt	continuous_irnt	phesant	75398	285796	NA	NA
5132_irnt	continuous_irnt	phesant	75410	285784	NA	NA
5133_irnt	continuous_irnt	phesant	66256	294938	NA	NA
5134_irnt	continuous_irnt	phesant	65551	295643	NA	NA
5135_irnt	continuous_irnt	phesant	75398	285796	NA	NA
5156_irnt	continuous_irnt	phesant	73818	287376	NA	NA
5157_irnt	continuous_irnt	phesant	40683	320511	NA	NA
5158_irnt	continuous_irnt	phesant	41390	319804	NA	NA
5159_irnt	continuous_irnt	phesant	74038	287156	NA	NA
5160_irnt	continuous_irnt	phesant	74059	287135	NA	NA
5161_irnt	continuous_irnt	phesant	41455	319739	NA	NA
5162_irnt	continuous_irnt	phesant	40700	320494	NA	NA
5163_irnt	continuous_irnt	phesant	73829	287365	NA	NA
5983_irnt	continuous_irnt	phesant	53777	307417	NA	NA
5984_irnt	continuous_irnt	phesant	53843	307351	NA	NA
5986_irnt	continuous_irnt	phesant	53998	307196	NA	NA
20007_irnt	continuous_irnt	phesant	30871	330323	NA	NA
22605_irnt	continuous_irnt	phesant	33696	327498	NA	NA
22641_irnt	continuous_irnt	phesant	6708	354486	NA	NA
22643_irnt	continuous_irnt	phesant	19998	341196	NA	NA
22644_irnt	continuous_irnt	phesant	19344	341850	NA	NA
22702_irnt	continuous_irnt	phesant	361187	7	NA	NA
22704_irnt	continuous_irnt	phesant	361187	7	NA	NA
46_irnt	continuous_irnt	phesant	359704	1490	NA	NA
47_irnt	continuous_irnt	phesant	359729	1465	NA	NA
48_irnt	continuous_irnt	phesant	360564	630	NA	NA
49_irnt	continuous_irnt	phesant	360521	673	NA	NA
50_irnt	continuous_irnt	phesant	360388	806	NA	NA
78_irnt	continuous_irnt	phesant	206589	154605	NA	NA
129_irnt	continuous_irnt	phesant	338701	22493	NA	NA
130_irnt	continuous_irnt	phesant	338701	22493	NA	NA
189_irnt	continuous_irnt	phesant	360763	431	NA	NA
699_irnt	continuous_irnt	phesant	352690	8504	NA	NA
757_irnt	continuous_irnt	phesant	194087	167107	NA	NA
767_irnt	continuous_irnt	phesant	202304	158890	NA	NA
796_irnt	continuous_irnt	phesant	173061	188133	NA	NA
874_irnt	continuous_irnt	phesant	308989	52205	NA	NA
914_irnt	continuous_irnt	phesant	196758	164436	NA	NA
1438_irnt	continuous_irnt	phesant	353030	8164	NA	NA
1488_irnt	continuous_irnt	phesant	349376	11818	NA	NA
1807_irnt	continuous_irnt	phesant	266231	94963	NA	NA
2139_irnt	continuous_irnt	phesant	317694	43500	NA	NA
2217_irnt	continuous_irnt	phesant	310992	50202	NA	NA
2754_irnt	continuous_irnt	phesant	131987	229207	NA	NA
2764_irnt	continuous_irnt	phesant	131806	229388	NA	NA
2794_irnt	continuous_irnt	phesant	154112	207082	NA	NA
2867_irnt	continuous_irnt	phesant	88898	272296	NA	NA
2966_irnt	continuous_irnt	phesant	87024	274170	NA	NA
2976_irnt	continuous_irnt	phesant	16166	345028	NA	NA
3143_irnt	continuous_irnt	phesant	206589	154605	NA	NA
3144_irnt	continuous_irnt	phesant	206576	154618	NA	NA
3147_irnt	continuous_irnt	phesant	206589	154605	NA	NA
3148_irnt	continuous_irnt	phesant	206496	154698	NA	NA
3160_irnt	continuous_irnt	phesant	5278	355916	NA	NA
3436_irnt	continuous_irnt	phesant	27291	333903	NA	NA
3526_irnt	continuous_irnt	phesant	213636	147558	NA	NA
3536_irnt	continuous_irnt	phesant	68299	292895	NA	NA
3581_irnt	continuous_irnt	phesant	111593	249601	NA	NA
3627_irnt	continuous_irnt	phesant	10651	350543	NA	NA
3761_irnt	continuous_irnt	phesant	72232	288962	NA	NA
3786_irnt	continuous_irnt	phesant	36955	324239	NA	NA
3872_irnt	continuous_irnt	phesant	25545	335649	NA	NA
3894_irnt	continuous_irnt	phesant	8024	353170	NA	NA
4012_irnt	continuous_irnt	phesant	6795	354399	NA	NA
4056_irnt	continuous_irnt	phesant	5339	355855	NA	NA
4100_irnt	continuous_irnt	phesant	114630	246564	NA	NA
4101_irnt	continuous_irnt	phesant	114625	246569	NA	NA
4104_irnt	continuous_irnt	phesant	114630	246564	NA	NA
4105_irnt	continuous_irnt	phesant	114561	246633	NA	NA
4106_irnt	continuous_irnt	phesant	114630	246564	NA	NA
4119_irnt	continuous_irnt	phesant	114614	246580	NA	NA
4120_irnt	continuous_irnt	phesant	114609	246585	NA	NA
4123_irnt	continuous_irnt	phesant	114614	246580	NA	NA
4124_irnt	continuous_irnt	phesant	114552	246642	NA	NA
4125_irnt	continuous_irnt	phesant	114614	246580	NA	NA
4194_irnt	continuous_irnt	phesant	118850	242344	NA	NA
4195_irnt	continuous_irnt	phesant	118850	242344	NA	NA
4196_irnt	continuous_irnt	phesant	118787	242407	NA	NA
4288_irnt	continuous_irnt	phesant	119729	241465	NA	NA
4290_irnt	continuous_irnt	phesant	119729	241465	NA	NA
4609_irnt	continuous_irnt	phesant	50664	310530	NA	NA
4700_irnt	continuous_irnt	phesant	5020	356174	NA	NA
5201_irnt	continuous_irnt	phesant	79293	281901	NA	NA
5208_irnt	continuous_irnt	phesant	79239	281955	NA	NA
5254_irnt	continuous_irnt	phesant	76630	284564	NA	NA
5255_irnt	continuous_irnt	phesant	76630	284564	NA	NA
5256_irnt	continuous_irnt	phesant	76630	284564	NA	NA
5257_irnt	continuous_irnt	phesant	76630	284564	NA	NA
5262_irnt	continuous_irnt	phesant	76510	284684	NA	NA
5263_irnt	continuous_irnt	phesant	76510	284684	NA	NA
5264_irnt	continuous_irnt	phesant	76510	284684	NA	NA
5265_irnt	continuous_irnt	phesant	76510	284684	NA	NA
