phenotype	variable_type	source	n_non_missing	n_missing	n_controls	n_cases
3859_2	binary	phesant	12110	349084	11410	700
3859_3	binary	phesant	12110	349084	9640	2470
3859_4	binary	phesant	12110	349084	11877	233
3912	binary	phesant	3507	357687	2963	544
3942	binary	phesant	3812	357382	2734	1078
4041	binary	phesant	6119	355075	5428	691
4067	binary	phesant	6510	354684	3403	3107
4291	binary	phesant	119729	241465	23991	95738
4294_1	binary	phesant	119729	241465	4722	115007
4294_0	binary	phesant	119729	241465	115148	4581
4294_9	binary	phesant	119729	241465	119588	141
4501	binary	phesant	113705	247489	82661	31044
4598	binary	phesant	117705	243489	54586	63119
4631	binary	phesant	115145	246049	72771	42374
4642	binary	phesant	117155	244039	110586	6569
4653	binary	phesant	117359	243835	96429	20930
4717	binary	phesant	118006	243188	105588	12418
4728	binary	phesant	118905	242289	92908	25997
4803_0	binary	phesant	117882	243312	34267	83615
4803_11	binary	phesant	117882	243312	110143	7739
4803_12	binary	phesant	117882	243312	114923	2959
4803_13	binary	phesant	117882	243312	107393	10489
4803_14	binary	phesant	117882	243312	104802	13080
4849_1	binary	phesant	119880	241314	2675	117205
4849_0	binary	phesant	119880	241314	118550	1330
4849_11	binary	phesant	119880	241314	119182	698
4849_12	binary	phesant	119880	241314	119233	647
4924	binary	phesant	118657	242537	1526	117131
4935	binary	phesant	116723	244471	4758	111965
4946	binary	phesant	116869	244325	950	115919
4957	binary	phesant	116815	244379	18062	98753
4968	binary	phesant	115690	245504	17346	98344
4979	binary	phesant	113356	247838	57434	55922
4990	binary	phesant	102181	259013	32237	69944
5001	binary	phesant	84560	276634	10534	74026
5012	binary	phesant	75692	285502	26606	49086
5181	binary	phesant	79912	281282	74087	5825
5182_1	binary	phesant	80386	280808	103	80283
5183	binary	phesant	80386	280808	79548	838
5324_0	binary	phesant	5799	355395	1662	4137
5324_2	binary	phesant	5799	355395	5420	379
5324_3	binary	phesant	5799	355395	5493	306
5324_4	binary	phesant	5799	355395	4822	977
5325_0	binary	phesant	5719	355475	1634	4085
5325_2	binary	phesant	5719	355475	5512	207
5325_3	binary	phesant	5719	355475	5550	169
5325_4	binary	phesant	5719	355475	4461	1258
5327_0	binary	phesant	5788	355406	191	5597
5327_4	binary	phesant	5788	355406	5650	138
5328_0	binary	phesant	5786	355408	142	5644
5452	binary	phesant	25157	336037	9148	16009
5463	binary	phesant	25567	335627	17105	8462
5474	binary	phesant	24997	336197	7747	17250
5485	binary	phesant	25305	335889	10993	14312
5496	binary	phesant	13845	347349	9007	4838
5518	binary	phesant	22495	338699	13695	8800
5529	binary	phesant	25890	335304	24921	969
5540_0	binary	phesant	25891	335303	287	25604
5540_1	binary	phesant	25891	335303	25742	149
5556	binary	phesant	35147	326047	15446	19701
5610_3	binary	phesant	31494	329700	3485	28009
5610_1	binary	phesant	31494	329700	29759	1735
5610_2	binary	phesant	31494	329700	29744	1750
5663	binary	phesant	19474	341720	4092	15382
5674	binary	phesant	20984	340210	5768	15216
5699	binary	phesant	20880	340314	4159	16721
5779	binary	phesant	12493	348701	3550	8943
5832_3	binary	phesant	15090	346104	2184	12906
5832_1	binary	phesant	15090	346104	13964	1126
5832_2	binary	phesant	15090	346104	14032	1058
5843_3	binary	phesant	29317	331877	3133	26184
5843_1	binary	phesant	29317	331877	27710	1607
5843_2	binary	phesant	29317	331877	27791	1526
5855_3	binary	phesant	9749	351445	3045	6704
5855_1	binary	phesant	9749	351445	8298	1451
5855_2	binary	phesant	9749	351445	8155	1594
5866	binary	phesant	2964	358230	2317	647
5959	binary	phesant	2005	359189	660	1345
22642	ordinal	phesant	19998	341196	NA	NA
22645	ordinal	phesant	17248	343946	NA	NA
24009	ordinal	phesant	356078	5116	NA	NA
24013	ordinal	phesant	356078	5116	NA	NA
24015	ordinal	phesant	356078	5116	NA	NA
30150	ordinal	phesant	349856	11338	NA	NA
30160	ordinal	phesant	349856	11338	NA	NA
30170	ordinal	phesant	349848	11346	NA	NA
30230	ordinal	phesant	349845	11349	NA	NA
40009	ordinal	phesant	58607	302587	NA	NA
22604_3	binary	phesant	75177	286017	23039	52138
22604_4	binary	phesant	75177	286017	37976	37201
22604_2	binary	phesant	75177	286017	60021	15156
22604_1	binary	phesant	75177	286017	65091	10086
22606_1	binary	phesant	90777	270417	39088	51689
22606_0	binary	phesant	90897	270297	21382	69515
22606_2	binary	phesant	90653	270541	73184	17469
22607_0	binary	phesant	90696	270498	13643	77053
22607_1	binary	phesant	90500	270694	47677	42823
22607_2	binary	phesant	90188	271006	82307	7881
22608_0	binary	phesant	90644	270550	21939	68705
22608_1	binary	phesant	90544	270650	38335	52209
22608_2	binary	phesant	90165	271029	79996	10169
22609_0	binary	phesant	90543	270651	9081	81462
22609_2	binary	phesant	89631	271563	80070	9561
22609_1	binary	phesant	89965	271229	58379	31586
22610_0	binary	phesant	90344	270850	4986	85358
22610_1	binary	phesant	89060	272134	67351	21709
22610_2	binary	phesant	88735	272459	82863	5872
22611_0	binary	phesant	90716	270478	13422	77294
22611_1	binary	phesant	90168	271026	45115	45053
22611_2	binary	phesant	89803	271391	74862	14941
22612_0	binary	phesant	85668	275526	2162	83506
22612_1	binary	phesant	77361	283833	68964	8397
22612_2	binary	phesant	76457	284737	75195	1262
22613_0	binary	phesant	90389	270805	3593	86796
22613_2	binary	phesant	88718	272476	84995	3723
22613_1	binary	phesant	89003	272191	74908	14095
22614_0	binary	phesant	90145	271049	534	89611
22614_1	binary	phesant	88141	273053	84756	3385
22614_2	binary	phesant	88019	273175	87495	524
22615_0	binary	phesant	90376	270818	2678	87698
22615_1	binary	phesant	89310	271884	76272	13038
22615_2	binary	phesant	89104	272090	85621	3483
22616_0	binary	phesant	91149	270045	1558	89591
22616_1	binary	phesant	91149	270045	84452	6697
22617_2315	binary	phesant	91149	270045	85524	5625
22617_2451	binary	phesant	91149	270045	89901	1248
22617_3113	binary	phesant	91149	270045	90106	1043
22617_1173	binary	phesant	91149	270045	90913	236
22617_4111	binary	phesant	91149	270045	87674	3475
22617_4215	binary	phesant	91149	270045	85731	5418
22617_2132	binary	phesant	91149	270045	87630	3519
22617_3539	binary	phesant	91149	270045	89169	1980
22617_2421	binary	phesant	91149	270045	89177	1972
22617_5421	binary	phesant	91149	270045	90965	184
22617_2121	binary	phesant	91149	270045	90214	935
22617_4123	binary	phesant	91149	270045	87992	3157
22617_4132	binary	phesant	91149	270045	89879	1270
22617_3533	binary	phesant	91149	270045	90636	513
22617_9119	binary	phesant	91149	270045	90967	182
22617_5434	binary	phesant	91149	270045	90343	806
22617_3119	binary	phesant	91149	270045	89131	2018
22617_2211	binary	phesant	91149	270045	89649	1500
22617_2112	binary	phesant	91149	270045	90082	1067
22617_7111	binary	phesant	91149	270045	86477	4672
22617_2312	binary	phesant	91149	270045	88629	2520
22617_4150	binary	phesant	91149	270045	87127	4022
22617_3211	binary	phesant	91149	270045	86087	5062
22617_9139	binary	phesant	91149	270045	90160	989
22617_3543	binary	phesant	91149	270045	90478	671
22617_2314	binary	phesant	91149	270045	83467	7682
22617_5231	binary	phesant	91149	270045	90370	779
22617_8137	binary	phesant	91149	270045	90704	445
22617_3311	binary	phesant	91149	270045	89091	2058
22617_5315	binary	phesant	91149	270045	90559	590
22617_6221	binary	phesant	91149	270045	90722	427
22617_3431	binary	phesant	91149	270045	90642	507
22617_3221	binary	phesant	91149	270045	90664	485
22617_9219	binary	phesant	91149	270045	87809	3340
22617_3312	binary	phesant	91149	270045	89981	1168
22617_2123	binary	phesant	91149	270045	90482	667
22617_7211	binary	phesant	91149	270045	90373	776
22617_3541	binary	phesant	91149	270045	90745	404
22617_3132	binary	phesant	91149	270045	90442	707
22617_4217	binary	phesant	91149	270045	88129	3020
22617_2442	binary	phesant	91149	270045	89640	1509
22617_5216	binary	phesant	91149	270045	90926	223
22617_4113	binary	phesant	91149	270045	86326	4823
22617_1136	binary	phesant	91149	270045	89515	1634
22617_3534	binary	phesant	91149	270045	90281	868
22617_2129	binary	phesant	91149	270045	90393	756
22617_3563	binary	phesant	91149	270045	90134	1015
22617_7125	binary	phesant	91149	270045	90957	192
22617_3422	binary	phesant	91149	270045	90914	235
22617_4122	binary	phesant	91149	270045	88397	2752
22617_1151	binary	phesant	91149	270045	89829	1320
22617_1234	binary	phesant	91149	270045	89682	1467
22617_4216	binary	phesant	91149	270045	89742	1407
22617_6214	binary	phesant	91149	270045	90795	354
22617_2321	binary	phesant	91149	270045	89959	1190
22617_2411	binary	phesant	91149	270045	90061	1088
22617_1134	binary	phesant	91149	270045	90541	608
22617_9233	binary	phesant	91149	270045	90487	662
22617_2111	binary	phesant	91149	270045	90069	1080
22617_5223	binary	phesant	91149	270045	89941	1208
22617_2131	binary	phesant	91149	270045	89286	1863
22617_6139	binary	phesant	91149	270045	90991	158
22617_6231	binary	phesant	91149	270045	90826	323
22617_2434	binary	phesant	91149	270045	90356	793
22617_4135	binary	phesant	91149	270045	90397	752
22617_6123	binary	phesant	91149	270045	90690	459
22617_5241	binary	phesant	91149	270045	90088	1061
22617_1231	binary	phesant	91149	270045	90801	348
22617_2317	binary	phesant	91149	270045	89702	1447
22617_2423	binary	phesant	91149	270045	90079	1070
22617_4141	binary	phesant	91149	270045	90489	660
22617_6111	binary	phesant	91149	270045	89848	1301
22617_3111	binary	phesant	91149	270045	88547	2602
22617_3433	binary	phesant	91149	270045	90632	517
22617_3131	binary	phesant	91149	270045	90047	1102
22617_3413	binary	phesant	91149	270045	90957	192
22617_4131	binary	phesant	91149	270045	89612	1537
22617_3217	binary	phesant	91149	270045	90980	169
22617_3411	binary	phesant	91149	270045	90958	191
22617_1223	binary	phesant	91149	270045	90579	570
22617_2443	binary	phesant	91149	270045	90909	240
22617_4112	binary	phesant	91149	270045	87059	4090
22617_2311	binary	phesant	91149	270045	88049	3100
22617_5111	binary	phesant	91149	270045	90979	170
22617_3421	binary	phesant	91149	270045	90829	320
22617_7112	binary	phesant	91149	270045	90225	924
22617_9111	binary	phesant	91149	270045	90768	381
22617_3112	binary	phesant	91149	270045	90196	953
22617_8139	binary	phesant	91149	270045	89919	1230
22617_5221	binary	phesant	91149	270045	90833	316
22617_2113	binary	phesant	91149	270045	90416	733
22617_3532	binary	phesant	91149	270045	90484	665
22617_6124	binary	phesant	91149	270045	88845	2304
22617_2124	binary	phesant	91149	270045	90218	931
22617_3542	binary	phesant	91149	270045	90007	1142
22617_6219	binary	phesant	91149	270045	90947	202
22617_2122	binary	phesant	91149	270045	89554	1595
22617_2316	binary	phesant	91149	270045	89940	1209
22617_2422	binary	phesant	91149	270045	90380	769
22617_1122	binary	phesant	91149	270045	90089	1060
22617_9134	binary	phesant	91149	270045	90584	565
22617_2128	binary	phesant	91149	270045	90816	333
22617_1161	binary	phesant	91149	270045	90642	507
22617_2329	binary	phesant	91149	270045	90121	1028
22617_6113	binary	phesant	91149	270045	90912	237
22617_4121	binary	phesant	91149	270045	90743	406
22617_5323	binary	phesant	91149	270045	90783	366
22617_2432	binary	phesant	91149	270045	90928	221
22617_5222	binary	phesant	91149	270045	90839	310
22617_1183	binary	phesant	91149	270045	90958	191
22617_3562	binary	phesant	91149	270045	89703	1446
22617_2444	binary	phesant	91149	270045	90616	533
22617_5244	binary	phesant	91149	270045	90918	231
22617_3319	binary	phesant	91149	270045	91011	138
22617_1163	binary	phesant	91149	270045	89396	1753
22617_8133	binary	phesant	91149	270045	90749	400
22617_1233	binary	phesant	91149	270045	90879	270
22617_3222	binary	phesant	91149	270045	90850	299
22617_2433	binary	phesant	91149	270045	90719	430
22617_9225	binary	phesant	91149	270045	90542	607
22617_3215	binary	phesant	91149	270045	91017	132
22617_2127	binary	phesant	91149	270045	90679	470
22617_4136	binary	phesant	91149	270045	90509	640
22617_3442	binary	phesant	91149	270045	90907	242
22617_7212	binary	phesant	91149	270045	89466	1683
22617_7129	binary	phesant	91149	270045	90071	1078
22617_5215	binary	phesant	91149	270045	90883	266
22617_7121	binary	phesant	91149	270045	90318	831
22617_6114	binary	phesant	91149	270045	90503	646
22617_8122	binary	phesant	91149	270045	90869	280
22617_6122	binary	phesant	91149	270045	90257	892
22617_5249	binary	phesant	91149	270045	90603	546
22617_2441	binary	phesant	91149	270045	89797	1352
22617_5113	binary	phesant	91149	270045	90569	580
22617_6212	binary	phesant	91149	270045	90747	402
22617_2216	binary	phesant	91149	270045	91047	102
22617_3561	binary	phesant	91149	270045	87868	3281
22617_3531	binary	phesant	91149	270045	90682	467
22617_5314	binary	phesant	91149	270045	90721	428
22617_6115	binary	phesant	91149	270045	89977	1172
22617_8216	binary	phesant	91149	270045	90977	172
22617_1141	binary	phesant	91149	270045	90754	395
22617_2214	binary	phesant	91149	270045	91042	107
22617_2213	binary	phesant	91149	270045	90739	410
22617_2319	binary	phesant	91149	270045	89522	1627
22617_1112	binary	phesant	91149	270045	88360	2789
22617_3432	binary	phesant	91149	270045	90753	396
22617_2212	binary	phesant	91149	270045	90865	284
22617_2431	binary	phesant	91149	270045	90376	773
22617_6121	binary	phesant	91149	270045	90827	322
22617_2126	binary	phesant	91149	270045	90543	606
22617_1225	binary	phesant	91149	270045	90791	358
22617_8117	binary	phesant	91149	270045	91029	120
22617_3115	binary	phesant	91149	270045	90795	354
22617_5213	binary	phesant	91149	270045	91021	128
22617_9223	binary	phesant	91149	270045	90638	511
22617_3231	binary	phesant	91149	270045	90087	1062
22617_5414	binary	phesant	91149	270045	90986	163
22617_1171	binary	phesant	91149	270045	90570	579
22617_3218	binary	phesant	91149	270045	90775	374
22617_3537	binary	phesant	91149	270045	89623	1526
22617_1152	binary	phesant	91149	270045	90028	1121
22617_8149	binary	phesant	91149	270045	90777	372
22617_3512	binary	phesant	91149	270045	91033	116
22617_3513	binary	phesant	91149	270045	90807	342
22617_5492	binary	phesant	91149	270045	90952	197
22617_2322	binary	phesant	91149	270045	90678	471
22617_9226	binary	phesant	91149	270045	90993	156
22617_8132	binary	phesant	91149	270045	90610	539
22617_1221	binary	phesant	91149	270045	90747	402
22617_8131	binary	phesant	91149	270045	90725	424
22617_1137	binary	phesant	91149	270045	89873	1276
22617_3214	binary	phesant	91149	270045	91007	142
22617_4114	binary	phesant	91149	270045	89570	1579
22617_4212	binary	phesant	91149	270045	90103	1046
22617_8211	binary	phesant	91149	270045	90448	701
22617_5214	binary	phesant	91149	270045	90886	263
22617_1135	binary	phesant	91149	270045	89980	1169
22617_4211	binary	phesant	91149	270045	90109	1040
22617_8121	binary	phesant	91149	270045	90976	173
22617_1121	binary	phesant	91149	270045	90218	931
22617_9121	binary	phesant	91149	270045	90609	540
22617_7123	binary	phesant	91149	270045	90873	276
22617_6232	binary	phesant	91149	270045	90860	289
22617_3412	binary	phesant	91149	270045	90836	313
22617_1113	binary	phesant	91149	270045	89872	1277
22617_3122	binary	phesant	91149	270045	90859	290
22617_4213	binary	phesant	91149	270045	89907	1242
22617_2125	binary	phesant	91149	270045	90891	258
22617_3520	binary	phesant	91149	270045	91009	140
22617_1111	binary	phesant	91149	270045	90296	853
22617_9224	binary	phesant	91149	270045	90647	502
22617_3121	binary	phesant	91149	270045	90968	181
22617_1132	binary	phesant	91149	270045	88900	2249
22617_9221	binary	phesant	91149	270045	91020	129
22617_1181	binary	phesant	91149	270045	90179	970
22617_3434	binary	phesant	91149	270045	90729	420
22617_8212	binary	phesant	91149	270045	90348	801
22617_4133	binary	phesant	91149	270045	90836	313
22617_1114	binary	phesant	91149	270045	89024	2125
22617_5412	binary	phesant	91149	270045	91042	107
22617_5245	binary	phesant	91149	270045	90725	424
22617_3229	binary	phesant	91149	270045	90265	884
22617_8113	binary	phesant	91149	270045	90890	259
22617_5242	binary	phesant	91149	270045	90755	394
22617_8134	binary	phesant	91149	270045	90986	163
22617_8124	binary	phesant	91149	270045	91048	101
22617_9251	binary	phesant	91149	270045	90714	435
22617_8111	binary	phesant	91149	270045	90902	247
22617_1172	binary	phesant	91149	270045	90780	369
22617_3416	binary	phesant	91149	270045	90884	265
22617_5499	binary	phesant	91149	270045	91034	115
22617_3223	binary	phesant	91149	270045	90997	152
22617_9149	binary	phesant	91149	270045	89870	1279
22617_9132	binary	phesant	91149	270045	90936	213
22617_5232	binary	phesant	91149	270045	91006	143
22617_5432	binary	phesant	91149	270045	90960	189
22617_5312	binary	phesant	91149	270045	90992	157
22617_5422	binary	phesant	91149	270045	91026	123
22617_2215	binary	phesant	91149	270045	90858	291
22617_9222	binary	phesant	91149	270045	91032	117
22617_5319	binary	phesant	91149	270045	90859	290
22617_3212	binary	phesant	91149	270045	90423	726
22617_9211	binary	phesant	91149	270045	90487	662
22617_8229	binary	phesant	91149	270045	91043	106
22617_8125	binary	phesant	91149	270045	91014	135
22617_2313	binary	phesant	91149	270045	90069	1080
22617_4214	binary	phesant	91149	270045	90975	174
22617_3114	binary	phesant	91149	270045	91020	129
22617_8138	binary	phesant	91149	270045	90923	226
22617_3564	binary	phesant	91149	270045	90759	390
22617_9133	binary	phesant	91149	270045	91026	123
22617_8213	binary	phesant	91149	270045	90692	457
22617_3544	binary	phesant	91149	270045	90861	288
22617_1224	binary	phesant	91149	270045	90728	421
22617_3232	binary	phesant	91149	270045	90640	509
22617_2452	binary	phesant	91149	270045	90866	283
22617_4134	binary	phesant	91149	270045	90709	440
22617_1142	binary	phesant	91149	270045	90614	535
22617_9259	binary	phesant	91149	270045	90921	228
22617_1133	binary	phesant	91149	270045	90876	273
22617_3535	binary	phesant	91149	270045	90889	260
22617_1184	binary	phesant	91149	270045	90403	746
22617_1211	binary	phesant	91149	270045	90980	169
22617_5112	binary	phesant	91149	270045	90995	154
22617_4142	binary	phesant	91149	270045	90737	412
22617_1162	binary	phesant	91149	270045	90963	186
22617_2419	binary	phesant	91149	270045	90973	176
22617_8116	binary	phesant	91149	270045	90957	192
22617_1131	binary	phesant	91149	270045	90894	255
22617_1232	binary	phesant	91149	270045	90936	213
22617_6211	binary	phesant	91149	270045	90942	207
22617_3536	binary	phesant	91149	270045	91003	146
22617_8114	binary	phesant	91149	270045	90989	160
22617_3415	binary	phesant	91149	270045	90984	165
22617_6131	binary	phesant	91149	270045	91004	145
22617_1185	binary	phesant	91149	270045	90775	374
22617_3313	binary	phesant	91149	270045	90952	197
22617_9244	binary	phesant	91149	270045	90966	183
22617_8214	binary	phesant	91149	270045	90897	252
22617_3567	binary	phesant	91149	270045	90801	348
22617_8215	binary	phesant	91149	270045	91021	128
22617_9241	binary	phesant	91149	270045	90849	300
22617_3213	binary	phesant	91149	270045	91048	101
22617_9249	binary	phesant	91149	270045	90998	151
22617_6213	binary	phesant	91149	270045	90948	201
22617_9229	binary	phesant	91149	270045	91037	112
22617_1226	binary	phesant	91149	270045	90973	176
22617_1123	binary	phesant	91149	270045	90831	318
22617_3314	binary	phesant	91149	270045	91038	111
22617_1222	binary	phesant	91149	270045	91045	104
